XB,XC,XD,XE,XF,XG,XH,XI,XJ,XK,XL,XM,XN,XO,XP,XQ,XR,XS,XT,XU,Class
0.5187141545169109, 0.17285069025260139, 0.26278682032294953, 0.18128694873466156, 0.6717271270278194, 0.1704566085706368, 0.9722120621454763, 0.7821284406971608, 0.6420504760187751, 0.38452499040419436, 0.10228600564664314, 0.8332995213233165, 0.2231101249841301, 0.3145109549107467, 0.501424342443545, 0.31768763877060013, 0.3273596019640925, 0.18273368733582154, 0.6858448535664327, 0.6254708958956554, -1
0.6881520431195691, 0.9707948067565015, 0.16077951586768532, 0.4098256773283757, 0.7056425015472372, 0.6567948870666845, 0.481926572339715, 0.22981827145787043, 0.032781269841450834, 0.7125773679129135, 0.8634753752085812, 0.4333131855220059, 0.690921967039229, 0.5250943980076292, 0.6280196072903924, 0.5944940106314246, 0.7879357312393257, 0.1442940298126033, 0.2289005085686739, 0.587112211486246, -1
0.035329654506035604, 0.1304526927955797, 0.12605313333688759, 0.08043974319575824, 0.3277632490837417, 0.5859569308057865, 0.410853186083347, 0.09380810768643098, 0.6169526977094084, 0.28816886275893616, 0.7844545159612027, 0.30274122577899754, 0.5852497388769092, 0.757081792004265, 0.25774323903235347, 0.9849569358633512, 0.19322250711347694, 0.8859875380594735, 0.09717917190698226, 0.7756903492695364, -1
0.3454700552625384, 0.5232352946754464, 0.223007707609926, 0.37219718113501554, 0.17971456069106365, 0.9369012540225983, 0.9010010333133247, 0.03141732109564293, 0.8578409216234433, 0.9421385289779443, 0.96477844184051, 0.9047274318793954, 0.2409158275252386, 0.4430821055873065, 0.8682501594428065, 0.13999415296148182, 0.7656559040045818, 0.7135883249403308, 0.1983209441867801, 0.29302455881226047, 1
0.3476236427018335, 0.13566601702563258, 0.23286512268486687, 0.8597256765504413, 0.9767095725862034, 0.8661772925981193, 0.41368942256693714, 0.7481254815177001, 0.24802375775068092, 0.0979089414311676, 0.5980024063533943, 0.20475015826183166, 0.16654793494512873, 0.7618173895843052, 0.5055019851870773, 0.9050732058035593, 0.4261382109033408, 0.32382368137816936, 0.6400884650303779, 0.8609472305779825, 1
0.99041141490345, 0.932119726823494, 0.6991461773900176, 0.007295838929465445, 0.7039250462557451, 0.9556289782034887, 0.1454881115036192, 0.5055887771860457, 0.9278271326378806, 0.2504937825984863, 0.26000292203346864, 0.9187478722717392, 0.6008442224204082, 0.999233049128941, 0.6594804179835656, 0.2531042370520369, 0.7012675092264754, 0.1851567669541505, 0.8912998633148548, 0.4168413459133788, 1
0.36915488499385923, 0.6194467631265476, 0.5685132000477616, 0.311160552448517, 0.6503686545330032, 0.7752127089238652, 0.11433927146587565, 0.5205674589070249, 0.3914218816744902, 0.3791203123752613, 0.7070338047638252, 0.6713437626693914, 0.05264639073891116, 0.4160648613466149, 0.6126264691798818, 0.4401881427906341, 0.20223039009019245, 0.27062859314273807, 0.6706542818224509, 0.07613049268365744, -1
0.1213871095615842, 0.6661743898732585, 0.07046959500197504, 0.3221805924835872, 0.6839329489355765, 0.21077948593125526, 0.8622065353585913, 0.10913286325622504, 0.8755326655835269, 0.615754003870387, 0.4639995552102422, 0.9749064593344545, 0.8440097384320024, 0.4141752939579687, 0.7689289163307763, 0.8194940984193023, 0.2785496785946265, 0.4368000137751104, 0.8766527225617238, 0.09826964407802134, 1
0.6886344362168987, 0.47345070659755617, 0.7736621752759901, 0.15330491114326897, 0.8755322440283505, 0.1619647805975697, 0.23225210067628363, 0.9910772310647895, 0.8728797846326086, 0.2969886116568922, 0.7601183070330169, 0.5489345743962896, 0.8261788208001434, 0.4735551190333818, 0.8946452942366381, 0.19471930213886443, 0.7076892633304437, 0.3007265297298466, 0.5140798654278647, 0.3789740354038592, 1
0.7710126372612731, 0.891117647181078, 0.7665771202098068, 0.8189025408079862, 0.683858691050156, 0.6226097948752302, 0.3871971945942659, 0.7839240651672494, 0.3603143206651775, 0.8260464689990954, 0.8861753840765801, 0.5425642386542224, 0.8341346108282285, 0.12162093940503953, 0.604738894983496, 0.4612678694231957, 0.7168581481979336, 0.5675828261963144, 0.9302983916307759, 0.40824949059236676, -1
0.26996535032929225, 0.9749349004012877, 0.7640919331500495, 0.8845607391781907, 0.7653095455328786, 0.46653211431429903, 0.054041405689761304, 0.37245262458946976, 0.8018836685849053, 0.7207208084768657, 0.041769485249560624, 0.6950799087354762, 0.781911503902008, 0.973360647439931, 0.40260476611546087, 0.8862687496436228, 0.5084180086253576, 0.7855382469932356, 0.9450573376335276, 0.18412896123522626, -1
0.49150073641837044, 0.1374428786533777, 0.4568486052589472, 0.16660775081191417, 0.8268778528355323, 0.29238012908065036, 0.5733244440385056, 0.7186561035513876, 0.749806080323415, 0.7934990421969044, 0.31562693462551245, 0.28010564319647824, 0.9111512114817799, 0.801143996177987, 0.29661033828768507, 0.7886793141871946, 0.7454449092655022, 0.27583703499795303, 0.02012719695067416, 0.7560296594850215, 1
0.650736326248891, 0.2465846154208218, 0.7453928690140573, 0.3841728778859492, 0.5945588009838634, 0.4302485641279064, 0.7409515927604738, 0.885860464116903, 0.8017654473309029, 0.32474516056168823, 0.9500685837664434, 0.9542642553531038, 0.7727913447949408, 0.7132054774873048, 0.4165818667596726, 0.47254060012450566, 0.6966898291369445, 0.9122005437689692, 0.3561417106619803, 0.7372141220212619, 1
0.37052639104788215, 0.2651941543651576, 0.3438728483900961, 0.15445835855608434, 0.9395887456008407, 0.6343619419966063, 0.5248593792073271, 0.35537250886848415, 0.9002840340469349, 0.6445413984243187, 0.26008272588612275, 0.6230620825223486, 0.7151504438976612, 0.057541501925303364, 0.7196953843084852, 0.7186651168433046, 0.19482854060077875, 0.20021458861093044, 0.018812013901594402, 0.1055933338349186, 1
0.08816976876302592, 0.17343471141897818, 0.3070923041469997, 0.9751715359101076, 0.2901171307999591, 0.20709200061826266, 0.9458312921655379, 0.926705309595474, 0.810518315331298, 0.4749754689691675, 0.6933956417411611, 0.40811866363207827, 0.7480486956545653, 0.5512779767987086, 0.11936060532673021, 0.6749338416665605, 0.6924748619555008, 0.3026709660324391, 0.5573857023190223, 0.45790970515112045, -1
0.09279691787562645, 0.18410360239653464, 0.2207212393481932, 0.4923976444960123, 0.3461650478807617, 0.912357460470774, 0.36274363332057696, 0.6755372794027992, 0.23099523553026968, 0.18427768560236127, 0.7162666609878109, 0.3617012478598582, 0.9086421119214141, 0.8904972321519335, 0.7396518945193407, 0.0936242704518852, 0.09740361712817301, 0.7152024078873855, 0.5550199327413482, 0.5365866774714128, -1
0.04051470671737935, 0.5248712899620954, 0.7692165860270977, 0.8693280234145404, 0.5250932700903774, 0.810903515905932, 0.6590771280985993, 0.26249907414996787, 0.5028150955973093, 0.7618195055952712, 0.6960923377011886, 0.6325163124984138, 0.3450678487070077, 0.924745012442785, 0.2734596322440223, 0.8025270822625605, 0.22193171223535021, 0.07484598041995749, 0.5400490648687125, 0.2067875833347082, -1
0.8945024533794688, 0.8402277536590206, 0.7016266215718562, 0.13709349268238386, 0.6831092368943585, 0.15460634585980773, 0.6133420432051262, 0.9841431980389097, 0.47017766995624444, 0.26699423014560064, 0.3921791121690854, 0.41012299753897424, 0.22420128103528303, 0.5962290286062976, 0.9445564078074404, 0.270311108199697, 0.3540202997270412, 0.957914392579751, 0.6451635655355284, 0.8509093655046478, -1
0.12138606512361057, 0.6471586126487803, 0.13825848552124204, 0.2719280992522665, 0.8485219766140146, 0.48349221321770713, 0.960814636838325, 0.3990587123763592, 0.9542900475409577, 0.602052499101149, 0.5085564811036145, 0.48631586411941674, 0.31452265849787203, 0.7119827689593206, 0.8017111887730193, 0.9005721259101059, 0.5628087329699951, 0.11310822034013207, 0.03693739109614481, 0.8818663620758099, 1
0.7972063162715517, 0.002460092230787988, 0.8011889883268928, 0.16802329001659325, 0.09223542031854726, 0.5409710169766236, 0.5958982773553783, 0.43730035530521766, 0.3268569342133405, 0.4570222534497608, 0.2543447297656557, 0.5804251448873562, 0.10277189270661667, 0.5713724903722119, 0.16674263173475332, 0.12925273942131993, 0.010798947442243249, 0.7389002625639722, 0.0877222497319623, 0.4876038225460117, 1
0.9578400400873817, 0.29202692509528216, 0.3709791843820712, 0.6928453244058952, 0.2637523928727818, 0.4062863851075271, 0.11966038218146308, 0.7207776071249705, 0.4924843317457575, 0.30204785531174727, 0.7782739575864654, 0.35386596024167016, 0.5709417829216283, 0.6367453597970069, 0.6620613465531288, 0.7659729323842632, 0.5052264826530379, 0.28048125159664017, 0.015295191608786415, 0.6004759396327961, 1
0.433229404891998, 0.36465733048406535, 0.3865574371429488, 0.39689899820933255, 0.2498977199473872, 0.06993326968821233, 0.1812436488836607, 0.812045388617627, 0.686689455709201, 0.386162172673688, 0.46389789466267894, 0.5995108708974917, 0.7075293557596269, 0.4348606042720553, 0.4101199518461269, 0.3244375318879378, 0.47838534597276045, 0.9653748740884983, 0.535527332555716, 0.6332933916789694, -1
0.9477613202219755, 0.7205968954506041, 0.4521611799210928, 0.3295354114222061, 0.8434928924602767, 0.9873255243837108, 0.7392319362333042, 0.8930481042921921, 0.136166773052129, 0.5268963679198265, 0.21147445258995107, 0.17072806386106887, 0.6280170161662793, 0.17110519582412598, 0.3842134211260855, 0.9181892293534741, 0.7480974250959638, 0.8232447403553453, 0.4685872317263593, 0.42035072965960607, -1
0.014607583114366909, 0.24170787043988676, 0.630592232374956, 0.4566620783837851, 0.9771396509428413, 0.422407558436672, 0.09663190822704416, 0.32308389787302605, 0.9481912150860864, 0.6140022773777472, 0.7874905106211789, 0.384982031181534, 0.36155792237902684, 0.7377495702823259, 0.47858435716520986, 0.7089676606011839, 0.5055848083966632, 0.3188239441394888, 0.04004560940235476, 0.4950692189590848, 1
0.03509273999088429, 0.33568901074384205, 0.7345627604835174, 0.8898824097372876, 0.6793392074549971, 0.34173500755880604, 0.5346487219707863, 0.4072564331573272, 0.4157967203907934, 0.34189674767320366, 0.28853422559819614, 0.595142868812618, 0.3422779234667777, 0.4193795244449591, 0.21443814527532193, 0.26881800520066407, 0.40685321089585325, 0.7218865080965251, 0.855410275051209, 0.80485003784322, -1
0.23924638548270852, 0.8139351326365827, 0.3199140185839989, 0.13505860181863902, 0.8925778129052315, 0.6957900876112517, 0.8518244983254706, 0.6679264927434301, 0.0036449093874897903, 0.4692809965634774, 0.8698515514327981, 0.9748423190901002, 0.9294601683070947, 0.6019626039735093, 0.3986669255901079, 0.19985447871633283, 0.23714907408073704, 0.8550498771906312, 0.42877638459010464, 0.9913597338299521, 1
0.9106644407881898, 0.4221405825914969, 0.5251728947794375, 0.3271928153404809, 0.8254944507818507, 0.08505191997216958, 0.7567882396069708, 0.9498171534139277, 0.7392628782699657, 0.2766253708123641, 0.7653204038356276, 0.6959132781419154, 0.21116281964276123, 0.07827090121710724, 0.22068645553799063, 0.8419005571629739, 0.5198526752818106, 0.20798247945439913, 0.40175549651816933, 0.4952114140718899, 1
0.14842552876263418, 0.5020541553521386, 0.6265653590831357, 0.7999853106816002, 0.42413466014705914, 0.7832775433791141, 0.3940014711590882, 0.2493307034511386, 0.9246390454791877, 0.7858100235920051, 0.857507368057555, 0.7810414029729165, 0.220745508517358, 0.12141178114522494, 0.3479936861804747, 0.32091738016632826, 0.5568797938941303, 0.23078797135165116, 0.4534247097523333, 0.9564152110327739, -1
0.687743853903178, 0.7020703173699764, 0.0101705666976526, 0.6468670080621783, 0.8949004719293241, 0.6112904163145542, 0.37137929379342244, 0.553680835728666, 0.46342555844415045, 0.26263270524350524, 0.9501102756898232, 0.8223540270051788, 0.9851320030097156, 0.8936348947445534, 0.31985103629581463, 0.3962349643083153, 0.07520475722902505, 0.14443852736157092, 0.539435116658341, 0.8913525933914697, -1
0.8427416752457031, 0.674897158371128, 0.32941662522756093, 0.5759407514348697, 0.7509273507101705, 0.13391231376723126, 0.6474348061599947, 0.8407175883376288, 0.9459469383811097, 0.9258031255918414, 0.2380849451307032, 0.14367881585766584, 0.1846155466562967, 0.2748063131620332, 0.853132597317996, 0.4249114817632781, 0.42050649536788276, 0.3283571013950593, 0.872125963599103, 0.6114834611979537, -1
0.7549278074199688, 0.7332403462268929, 0.5948910822164869, 0.923180244474501, 0.6625544389716407, 0.11655171225193613, 0.4327948845931779, 0.9623391634958663, 0.11759128592936499, 0.9386409630009875, 0.5372681075789187, 0.428532294189367, 0.49812342726370124, 0.7895085895440901, 0.5553539950865171, 0.06625470571155923, 0.6456365220727986, 0.4280425635678869, 0.6009505685619958, 0.5686917443995737, -1
0.8815898936053034, 0.32356162786189724, 0.9675725073903201, 0.09943061987958607, 0.2402123908545972, 0.44404976895165466, 0.45279718172917116, 0.15145009004658164, 0.5127479370337479, 0.10486391200467611, 0.4934614036807876, 0.06194960253951798, 0.6665071466102852, 0.32880397132754235, 0.3609369758393691, 0.7111003614101105, 0.042804929348531785, 0.2579136732964717, 0.3955329805696799, 0.7702613940434158, -1
0.4902308364908086, 0.5583677535766765, 0.22923164083275072, 0.5680927279084932, 0.5268995777411863, 0.8969749082841729, 0.7126636533365543, 0.9176488038753114, 0.5795513116990576, 0.8163244345716195, 0.6228434221829303, 0.9461602122596295, 0.04265338710966184, 0.3112489683300072, 0.7626394542727992, 0.3370270569724677, 0.7210953477712363, 0.915919454649933, 0.28025059701354504, 0.08701751986850358, 1
0.6259311878844949, 0.7695044375635798, 0.8666808605481726, 0.5507597804747205, 0.32386136184909275, 0.8881593183194758, 0.02506073038390306, 0.5128914974520629, 0.5693435246654956, 0.6628785256711944, 0.1509426259089328, 0.6364127312509102, 0.6206888120799035, 0.9002736600347139, 0.7673127143842691, 0.6923924097181078, 0.06340631046677929, 0.10245564445805688, 0.29507281347284897, 0.8955803665570259, -1
0.8455861803451321, 0.024812052809582135, 0.2865897150311413, 0.6420015611690502, 0.4289079821591889, 0.10306573562340368, 0.10041016558071511, 0.5331632930565668, 0.4231312995237203, 0.0446500846221097, 0.697712433066772, 0.5653836118308064, 0.7452431425298974, 0.7143298424517849, 0.6202710385451341, 0.2534848000015455, 0.2321196190955584, 0.4589767240230483, 0.1811786362066873, 0.39181226932824353, 1
0.7211042962089511, 0.4469992167371516, 0.1339079909976848, 0.9490109997098393, 0.22580344624030307, 0.11751458061468192, 0.2916645566894933, 0.7135573573669417, 0.8039650160783981, 0.6249566418635337, 0.7222867284206208, 0.848125559315555, 0.015047557588359123, 0.30679554323005287, 0.6758881544032004, 0.3884463307009844, 0.18611798139036667, 0.07755596044776308, 0.39121449698834854, 0.4855891828930118, -1
0.6665294291066806, 0.40668683795816846, 0.35207786650722656, 0.6275857936805807, 0.04691123399170568, 0.20764647044072954, 0.7510685680184866, 0.2824045199317428, 0.27240205771122006, 0.557353051467943, 0.38484702672953863, 0.09891167920705381, 0.032386632769663116, 0.6573137806089628, 0.799637558540617, 0.43724564607074534, 0.9779477985675913, 0.6532669816605043, 0.18941134529890855, 0.49280577040178053, 1
0.9754768162330512, 0.1821154533488503, 0.9530558917307981, 0.36397789884942783, 0.22109762443254338, 0.536945145240786, 0.7768231036795705, 0.7024475620226807, 0.12233588590773743, 0.1866670545047108, 0.6291526239347423, 0.8373984848099538, 0.9873091806127248, 0.893985027924836, 0.5047305453093034, 0.8505791473006776, 0.42080017188181024, 0.41656182347306214, 0.12610401641314167, 0.08647687078532042, -1
0.4601769579522725, 0.9813618734539662, 0.38552408352029927, 0.7596025066541525, 0.46337107366918273, 0.7139293582894092, 0.07552557818392465, 0.22689798096068556, 0.09215339378349315, 0.3728944194222681, 0.43558218779215574, 0.9980607487889882, 0.4328976480222679, 0.10028956536681623, 0.9370106584955672, 0.49623392073497846, 0.6436380330422926, 0.15427671272402044, 0.6244844397238455, 0.20248438537326122, -1
0.33940551606415237, 0.3945129623232925, 0.40698129408997435, 0.3988020714063146, 0.4747920652327423, 0.9801751116674194, 0.4836190806745065, 0.07706130938460447, 0.3168370300160627, 0.43062436994507086, 0.0368497087271728, 0.5339021354486418, 0.9090410416032213, 0.4838788643110947, 0.3971484056518203, 0.7482416662083555, 0.4494990434327963, 0.19597490587757846, 0.4267979201168671, 0.4145773488596129, -1
0.38305204749940397, 0.867163048659904, 0.3523991573382813, 0.11005307683277601, 0.807857769312412, 0.854171953891206, 0.2720211731985565, 0.7130687243022319, 0.7467393971632483, 0.8301600849261972, 0.883894079585479, 0.7951796978278923, 0.8732425221916316, 0.033513133137306306, 0.9279628519250441, 0.8880048563953922, 0.5584805605723226, 0.545669752692667, 0.7474219102601316, 0.9281198448301018, 1
0.5926403157684331, 0.8075926851550461, 0.7742307235934913, 0.7176964094966642, 0.12597021562989413, 0.07897563993964166, 0.8450652538388568, 0.6205555124747649, 0.40711972907876043, 0.38271055508114593, 0.784718129677243, 0.694004500198496, 0.20575117951031843, 0.7465752461417187, 0.6283045105060017, 0.23631705328940733, 0.9960081464722795, 0.3352085545845822, 0.388172285188396, 0.4762232175178856, 1
0.9498741927581695, 0.9932004083168002, 0.4165917579172369, 0.5048633213345195, 0.4677780108556237, 0.45664716450297904, 0.10703038278926408, 0.4357100018076119, 0.1188532075191492, 0.03154111060367576, 0.9794606318261656, 0.9234203977316848, 0.24829825651861678, 0.8762466344475014, 0.7004022259199228, 0.43695730777163727, 0.9132381462624704, 0.6935757993471678, 0.8829239059957315, 0.2400266280357323, 1
0.7985790289063563, 0.1521839830389761, 0.6956106364671943, 0.2891627818406283, 0.42529326710636656, 0.4087544696242741, 0.8971436215843894, 0.4615097909550945, 0.5133462283270119, 0.10455010661696582, 0.021262430813264056, 0.5896933958884565, 0.1953582819085825, 0.3693589198226392, 0.23269246926547243, 0.2937452222025722, 0.7970567841945376, 0.8488023110627211, 0.4174632212703809, 0.14835238280759544, -1
0.06747705128172386, 0.4104054420626595, 0.71800729376543, 0.31299780027773005, 0.7703403671335579, 0.7408293777474106, 0.5264132308569922, 0.7652340100957593, 0.6563399715417371, 0.06125984905265896, 0.3587802815422784, 0.5246701107593524, 0.4243623247217293, 0.08055113040910762, 0.17841368463389898, 0.17154430025942857, 0.041548343643491095, 0.45523338881602976, 0.9089524012681848, 0.3959540457577813, 1
0.5038966785384801, 0.021230474593005325, 0.9769473081194897, 0.9869599248909375, 0.47996640406540125, 0.20182567552388062, 0.08291336427321382, 0.14220858113986418, 0.17370059385626077, 0.8220963792901708, 0.6720973118911481, 0.24577267465671515, 0.1482024388077965, 0.7511321184854276, 0.6032594783837412, 0.0897623193927686, 0.8837226182471456, 0.325058039732122, 0.06394601159194367, 0.8623955800668957, 1
0.11520972194773023, 0.5805381109129658, 0.013839038840307499, 0.9817107474892165, 0.9394842869936955, 0.8819411648841775, 0.5193730444904379, 0.8572127272923444, 0.35736372619583767, 0.74766081751847, 0.6168990113756976, 0.8228046536614921, 0.14028146617669054, 0.8708200602914422, 0.3539237308922644, 0.4479018750834015, 0.07673289186329232, 0.9661220990251763, 0.5497191971881216, 0.9775909364542772, 1
0.43870934486125207, 0.7004394551959772, 0.6582322250179347, 0.13495881878228005, 0.8458536554833445, 0.15236309722098662, 0.7264529182718135, 0.6205196583433364, 0.8587771780601087, 0.301261711562422, 0.7661649744179785, 0.5324160616419633, 0.2593310779065409, 0.9843296206235781, 0.7573231478495299, 0.3728190326730408, 0.1941999712508815, 0.21701561002617176, 0.604997261829454, 0.398391934927613, 1
0.27814161648078756, 0.2856374873408115, 0.929984362017684, 0.5533324958324908, 0.3924308792462893, 0.6978047563064703, 0.9813180490552923, 0.3318137343800815, 0.5494964853744607, 0.5798313243897381, 0.015965365003249684, 0.2668076256237747, 0.7487446192185127, 0.34530617103310635, 0.5313613462014688, 0.5408224770315857, 0.35174959304439635, 0.9565586142283253, 0.7331587781762102, 0.16116294717420426, -1
0.9796623847492457, 0.4722787533002513, 0.43135271155068705, 0.47510404491780117, 0.1471095042653736, 0.659588585121246, 0.40383736055916813, 0.22355811694924063, 0.5332639519262135, 0.898204933682362, 0.5113520767403362, 0.7807814863029066, 0.10893368526755592, 0.9564349380440331, 0.49472855063549515, 0.5449705307244697, 0.4788575653889208, 0.5006251659375607, 0.5214925203177935, 0.07060985796789498, -1
0.9372205178091844, 0.37551550486057633, 0.6048055341253507, 0.44958942562675, 0.08369278686447135, 0.3823460994836737, 0.09273970967709363, 0.9613400691582101, 0.47056031222063566, 0.043518425472573036, 0.5035881814501304, 0.2778060762555702, 0.6864073035592759, 0.10936549244299054, 0.7086531318349061, 0.3536093378906352, 0.27056857568263976, 0.2365942833320539, 0.5781866583421015, 0.9244847180059549, 1
0.9045389296421497, 0.6376154219083278, 0.02692036259599212, 0.11822211697254995, 0.038234041443738015, 0.39664421336774497, 0.9634381375147549, 0.15533624671126833, 0.21039851866094603, 0.6396429344910985, 0.42683584443446576, 0.9924578821140924, 0.45776446626195416, 0.9573893388801601, 0.5675600002562728, 0.1361804920763654, 0.2962733820491038, 0.5977446590358475, 0.04574422068932134, 0.4121772432741043, 1
0.019269717565257163, 0.012325070383238063, 0.4706316240956217, 0.7326805069329092, 0.23880085006115442, 0.9871712482955746, 0.5903273560489415, 0.3880507691338118, 0.09436347495133193, 0.12383976236610697, 0.15748508298021868, 0.7967998495776365, 0.5431021587117026, 0.6929932989536529, 0.3187413836663839, 0.8220453903229414, 0.9716540517442336, 0.18954637365970137, 0.6589429970779954, 0.32166217493996857, -1
